Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,1998,1998,1998,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,49003,,49003,,4870,,,0
H1,1998,1998,1998,6,1,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,215073,,215073,,74233,,,0
H1,1998,1998,1998,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,34220,,34220,,2889,,,0
H1,1998,1998,1998,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,3517,,3517,,1823,,,0
H1,1998,1998,1998,6,1,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,80874,,80874,,297132,,,0
H1,1998,1998,1998,6,1,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,163778,,163778,,127411,,,0
H1,1998,1998,1998,6,1,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,117320,,117320,,80717,,,0
H1,1998,1998,1998,4,0,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,401,,401,,2027,,,0
H1,1998,1998,1998,6,1,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,398,,398,,1439,,,0
H1,1998,1998,1998,6,1,1,Import,20,Andorra,AND,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,3,,3,,588,,,0
H1,1998,1998,1998,4,0,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,172545,,172545,,63688,,,0
H1,1998,1998,1998,6,1,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,61843,,61843,,19000,,,0
H1,1998,1998,1998,6,1,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,2187,,2187,,6311,,,0
H1,1998,1998,1998,6,1,1,Import,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,108515,,108515,,38377,,,0
H1,1998,1998,1998,4,0,1,Import,266,Gabon,GAB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,831,,831,,34179,,,0
H1,1998,1998,1998,4,0,2,Export,266,Gabon,GAB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,7,,7,,294,,,0
H1,1998,1998,1998,6,1,1,Import,266,Gabon,GAB,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,831,,831,,34179,,,0
H1,1998,1998,1998,6,1,2,Export,266,Gabon,GAB,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,7,,7,,294,,,0
H1,1998,1998,1998,4,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,871535,,871535,,338527,,,0
H1,1998,1998,1998,4,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,339493,,339493,,116756,,,0
H1,1998,1998,1998,6,1,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,142044,,142044,,45365,,,0
H1,1998,1998,1998,6,1,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,4500,,4500,,1576,,,0
H1,1998,1998,1998,6,1,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,184366,,184366,,59575,,,0
H1,1998,1998,1998,6,1,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,34201,,34201,,19446,,,0
H1,1998,1998,1998,6,1,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,545125,,545125,,233587,,,0
H1,1998,1998,1998,6,1,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,300792,,300792,,95734,,,0
H1,1998,1998,1998,4,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,11917982,,11917982,,5249469,,,0
H1,1998,1998,1998,4,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1021936,,1021936,,249603,,,0
H1,1998,1998,1998,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,10111390,,10111390,,4341981,,,0
H1,1998,1998,1998,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,473062,,473062,,125455,,,0
H1,1998,1998,1998,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,50,,50,,467,,,0
H1,1998,1998,1998,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,174385,,174385,,88315,,,0
H1,1998,1998,1998,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,101417,,101417,,15525,,,0
H1,1998,1998,1998,6,1,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,1632207,,1632207,,819173,,,0
H1,1998,1998,1998,6,1,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,447407,,447407,,108156,,,0
H1,1998,1998,1998,4,0,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,335900,,335900,,78685,,,0
H1,1998,1998,1998,4,0,2,Export,8,Albania,ALB,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1750,,1750,,8859,,,0
H1,1998,1998,1998,6,1,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,62624,,62624,,16290,,,0
H1,1998,1998,1998,6,1,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,15000,,15000,,2516,,,0
H1,1998,1998,1998,6,1,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,97,,97,,402,,,0
H1,1998,1998,1998,6,1,1,Import,8,Albania,ALB,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,258179,,258179,,59477,,,0
H1,1998,1998,1998,6,1,2,Export,8,Albania,ALB,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,1750,,1750,,8859,,,0
H1,1998,1998,1998,4,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,3796524,,3796524,,438168,,,0
H1,1998,1998,1998,4,0,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1172699,,1172699,,446956,,,0
H1,1998,1998,1998,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,3712119,,3712119,,400399,,,0
H1,1998,1998,1998,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,884873,,884873,,354420,,,0
H1,1998,1998,1998,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,11187,,11187,,12602,,,0
H1,1998,1998,1998,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,97,,97,,115,,,0
H1,1998,1998,1998,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,20000,,20000,,5337,,,0
H1,1998,1998,1998,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,41601,,41601,,10311,,,0
H1,1998,1998,1998,6,1,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,53218,,53218,,19830,,,0
H1,1998,1998,1998,6,1,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,246128,,246128,,82110,,,0
H1,1998,1998,1998,4,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,8985536,,8985536,,1536992,,,0
H1,1998,1998,1998,4,0,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,140907985,,140907985,,38760133,,,0
H1,1998,1998,1998,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,1790380,,1790380,,751193,,,0
H1,1998,1998,1998,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,27639992,,27639992,,6508526,,,0
H1,1998,1998,1998,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,14812,,14812,,2005,,,0
H1,1998,1998,1998,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,25892170,,25892170,,7532499,,,0
H1,1998,1998,1998,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,6312,,6312,,3636,,,0
H1,1998,1998,1998,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,26478066,,26478066,,4658902,,,0
H1,1998,1998,1998,6,1,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,7174032,,7174032,,780158,,,0
H1,1998,1998,1998,6,1,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,60897757,,60897757,,20060206,,,0
H1,1998,1998,1998,4,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,949,,949,,11141,,,0
H1,1998,1998,1998,4,0,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,223923,,223923,,117610,,,0
H1,1998,1998,1998,6,1,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,10187,,10187,,3961,,,0
H1,1998,1998,1998,6,1,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,949,,949,,11141,,,0
H1,1998,1998,1998,6,1,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,213736,,213736,,113649,,,0
H1,1998,1998,1998,4,0,1,Import,862,Venezuela,VEN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,140364,,140364,,142350,,,0
H1,1998,1998,1998,4,0,2,Export,862,Venezuela,VEN,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1636991,,1636991,,368823,,,0
H1,1998,1998,1998,6,1,1,Import,862,Venezuela,VEN,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,46007,,46007,,11538,,,0
H1,1998,1998,1998,6,1,2,Export,862,Venezuela,VEN,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,938245,,938245,,236278,,,0
H1,1998,1998,1998,6,1,1,Import,862,Venezuela,VEN,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,750,,750,,48472,,,0
H1,1998,1998,1998,6,1,2,Export,862,Venezuela,VEN,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,9187,,9187,,919,,,0
H1,1998,1998,1998,6,1,1,Import,862,Venezuela,VEN,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,93607,,93607,,82340,,,0
H1,1998,1998,1998,6,1,2,Export,862,Venezuela,VEN,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,689559,,689559,,131626,,,0
H1,1998,1998,1998,4,0,1,Import,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,10062,,10062,,599,,,0
H1,1998,1998,1998,6,1,1,Import,670,Saint Vincent and the Grenadines,VCT,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,10062,,10062,,599,,,0
H1,1998,1998,1998,4,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1032642,,1032642,,765000,,,0
H1,1998,1998,1998,4,0,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,7204414,,7204414,,2803000,,,0
H1,1998,1998,1998,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,297120,,297120,,508000,,,0
H1,1998,1998,1998,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,218748,,218748,,131000,,,0
H1,1998,1998,1998,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,169042,,169042,,87000,,,0
H1,1998,1998,1998,6,1,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,735522,,735522,,257000,,,0
H1,1998,1998,1998,6,1,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,6816624,,6816624,,2585000,,,0
H1,1998,1998,1998,4,0,1,Import,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,37218,,37218,,30881,,,0
H1,1998,1998,1998,6,1,1,Import,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,195,,195,,278,,,0
H1,1998,1998,1998,6,1,1,Import,132,Cabo Verde,CPV,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,37023,,37023,,30603,,,0
H1,1998,1998,1998,4,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,287229005,,287229005,,161109462,,,0
H1,1998,1998,1998,4,0,2,Export,842,USA,USA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,245545395,,245545395,,129484939,,,0
H1,1998,1998,1998,4,0,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1896590,,1896590,,984330,,,0
H1,1998,1998,1998,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,19902971,,19902971,,10066209,,,0
H1,1998,1998,1998,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,83623367,,83623367,,26292479,,,0
H1,1998,1998,1998,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,91081,,91081,,52283,,,0
H1,1998,1998,1998,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,253569255,,253569255,,145629081,,,0
H1,1998,1998,1998,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,117422324,,117422324,,84571648,,,0
H1,1998,1998,1998,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,1161371,,1161371,,666646,,,0
H1,1998,1998,1998,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,3747767,,3747767,,1886537,,,0
H1,1998,1998,1998,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,8702512,,8702512,,5668463,,,0
H1,1998,1998,1998,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,34800,,34800,,21026,,,0
H1,1998,1998,1998,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,10009012,,10009012,,3527635,,,0
H1,1998,1998,1998,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,35797192,,35797192,,12952349,,,0
H1,1998,1998,1998,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,609338,,609338,,244375,,,0
H1,1998,1998,1998,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,59293412,,59293412,,14771921,,,0
H1,1998,1998,1998,4,0,2,Export,699,India,IND,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,145995,,145995,,296141,,,0
H1,1998,1998,1998,6,1,1,Import,699,India,IND,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,3441421,,3441421,,730440,,,0
H1,1998,1998,1998,6,1,2,Export,699,India,IND,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,16500,,16500,,25848,,,0
H1,1998,1998,1998,6,1,1,Import,699,India,IND,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,260207,,260207,,83294,,,0
H1,1998,1998,1998,6,1,1,Import,699,India,IND,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,1210856,,1210856,,457247,,,0
H1,1998,1998,1998,6,1,2,Export,699,India,IND,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,10147,,10147,,22719,,,0
H1,1998,1998,1998,6,1,1,Import,699,India,IND,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,54380928,,54380928,,13500940,,,0
H1,1998,1998,1998,6,1,2,Export,699,India,IND,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,119348,,119348,,247574,,,0
H1,1998,1998,1998,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1962282,,1962282,,967056,,,0
H1,1998,1998,1998,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,2028296,,2028296,,943387,,,0
H1,1998,1998,1998,6,1,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,1728635,,1728635,,791916,,,0
H1,1998,1998,1998,6,1,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,81409,,81409,,13069,,,0
H1,1998,1998,1998,6,1,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,1500000,,1500000,,771239,,,0
H1,1998,1998,1998,6,1,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,233647,,233647,,175140,,,0
H1,1998,1998,1998,6,1,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,446887,,446887,,159079,,,0
H1,1998,1998,1998,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1618489043,,1618489043,,532978938,,,0
H1,1998,1998,1998,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,1127495062,,1127495062,,372768641,,,0
H1,1998,1998,1998,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,945513444,,945513444,,320270833,,,0
H1,1998,1998,1998,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,385838425,,385838425,,118679649,,,0
H1,1998,1998,1998,6,1,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,165588298,,165588298,,52085948,,,0
H1,1998,1998,1998,6,1,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,140894119,,140894119,,45024815,,,0
H1,1998,1998,1998,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,751966209,,751966209,,252782128,,,0
H1,1998,1998,1998,6,1,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,552138899,,552138899,,182550135,,,0
H1,1998,1998,1998,6,1,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,470379618,,470379618,,162062142,,,0
H1,1998,1998,1998,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,291626766,,291626766,,97492170,,,0
H1,1998,1998,1998,6,1,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,283981678,,283981678,,94370700,,,0
H1,1998,1998,1998,6,1,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,225347648,,225347648,,74262889,,,0
H1,1998,1998,1998,6,1,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,189057643,,189057643,,64024991,,,0
H1,1998,1998,1998,6,1,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,125786187,,125786187,,43761858,,,0
H1,1998,1998,1998,6,1,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,108892059,,108892059,,38920987,,,0
H1,1998,1998,1998,4,0,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,124979712,,124979712,,47244308,,,0
H1,1998,1998,1998,4,0,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,25944344,,25944344,,14907699,,,0
H1,1998,1998,1998,6,1,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,33731076,,33731076,,12118947,,,0
H1,1998,1998,1998,6,1,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,391510,Polyethylene waste or scrap,8,Weight in kilograms,,,4931438,,4931438,,2124902,,,0
H1,1998,1998,1998,6,1,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,11302641,,11302641,,4428836,,,0
H1,1998,1998,1998,6,1,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,391520,Polystyrene waste or scrap,8,Weight in kilograms,,,235661,,235661,,180459,,,0
H1,1998,1998,1998,6,1,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,9573499,,9573499,,3529463,,,0
H1,1998,1998,1998,6,1,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,1084848,,1084848,,955859,,,0
H1,1998,1998,1998,6,1,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,70372496,,70372496,,27167062,,,0
H1,1998,1998,1998,6,1,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,391590,Plastics waste or scrap nes,8,Weight in kilograms,,,19692398,,19692398,,11646479,,,0
H1,1998,1998,1998,4,0,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,,,137,,137,,470,,,0
H1,1998,1998,1998,6,1,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,391530,Polyvinyl chloride waste or scrap,8,Weight in kilograms,,,93,,93,,142,,,0
